accuracy,loss,val_accuracy,val_loss
0.9152833223342896,0.2873539328575134,0.9617999792098999,0.13303488492965698
0.9583333134651184,0.13810476660728455,0.9697999954223633,0.09608375281095505
0.9679833054542542,0.104779914021492,0.9749000072479248,0.08144054561853409
0.9734500050544739,0.08635435253381729,0.9758999943733215,0.07428239285945892
0.9764166474342346,0.07363508641719818,0.9761999845504761,0.07913239300251007
